LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.2 on Wed Jun 04 12:14:29 EDT 2014
 5948 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 4 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -20.702549 20.180149  xlo xhi
 -20.690501 20.158200  ylo yhi
 -15.046600 41.240399  zlo zhi

# Pair Coeffs
#
# 1  1
# 2  2
# 3  3
# 4  4

 Masses

 1 63.546001 # 1
 2 63.546001 # 2
 3 15.999400 # 3
 4 28.085501 # 4

 Atoms

1 1 1 0.147709 -20.468800 -20.661900 23.381399 # 1 UNK
2 1 1 0.095259 -18.619101 -18.803301 23.381300 # 1 UNK
3 1 1 -0.018074 -18.603201 -20.667700 25.175800 # 1 UNK
4 1 1 -0.019134 -20.462799 -18.819000 25.196800 # 1 UNK
5 1 1 0.115078 -16.759501 -20.652100 23.360300 # 1 UNK
6 1 1 0.147097 -14.909800 -18.793501 23.360001 # 1 UNK
7 1 1 -0.015159 -14.894100 -20.657801 25.154600 # 1 UNK
8 1 1 -0.018138 -16.753500 -18.809099 25.175600 # 1 UNK
9 1 1 0.067866 -13.050400 -20.642300 23.339001 # 1 UNK
10 1 1 0.132335 -11.200600 -18.783701 23.338900 # 1 UNK
11 1 1 -0.015005 -11.184800 -20.648001 25.133400 # 1 UNK
12 1 1 -0.017901 -13.044300 -18.799299 25.154400 # 1 UNK
13 1 1 0.035139 -9.341100 -20.632401 23.317900 # 1 UNK
14 1 1 0.086807 -7.491350 -18.773899 23.317699 # 1 UNK
15 1 1 -0.012243 -7.475580 -20.638201 25.112200 # 1 UNK
16 1 1 -0.015017 -9.335060 -18.789499 25.133200 # 1 UNK
17 1 1 0.101478 -5.631930 -20.622601 23.296600 # 1 UNK
18 1 1 0.158475 -3.782130 -18.763901 23.296499 # 1 UNK
19 1 1 -0.023656 -3.766350 -20.628300 25.091000 # 1 UNK
20 1 1 -0.018068 -5.625840 -18.779600 25.112000 # 1 UNK
21 1 1 0.157283 -1.922630 -20.612801 23.275499 # 1 UNK
22 1 1 0.102696 -0.072901 -18.754101 23.275299 # 1 UNK
23 1 1 -0.019062 -0.057133 -20.618500 25.069901 # 1 UNK
24 1 1 -0.020824 -1.916600 -18.769699 25.090900 # 1 UNK
25 1 1 0.147863 1.786560 -20.602900 23.254299 # 1 UNK
26 1 1 0.098990 3.636320 -18.744301 23.254101 # 1 UNK
27 1 1 -0.018450 3.652090 -20.608700 25.048700 # 1 UNK
28 1 1 -0.019737 1.792620 -18.759899 25.069700 # 1 UNK
29 1 1 0.138640 5.495800 -20.593000 23.233101 # 1 UNK
30 1 1 0.123001 7.345540 -18.734501 23.232901 # 1 UNK
31 1 1 -0.014569 7.361320 -20.598700 25.027500 # 1 UNK
32 1 1 -0.009816 5.501840 -18.750000 25.048500 # 1 UNK
33 1 1 0.040213 9.205010 -20.583200 23.211901 # 1 UNK
34 1 1 0.115550 11.054700 -18.724701 23.211800 # 1 UNK
35 1 1 -0.014914 11.070600 -20.588900 25.006300 # 1 UNK
36 1 1 -0.020954 9.211070 -18.740200 25.027300 # 1 UNK
37 1 1 0.152614 12.914300 -20.573299 23.190800 # 1 UNK
38 1 1 0.054270 14.764100 -18.714800 23.190500 # 1 UNK
39 1 1 -0.022587 14.779800 -20.579100 24.985100 # 1 UNK
40 1 1 -0.015516 12.920300 -18.730400 25.006100 # 1 UNK
41 1 1 0.151838 16.623501 -20.563499 23.169600 # 1 UNK
42 1 1 0.150148 18.473200 -18.705000 23.169399 # 1 UNK
43 1 1 -0.019998 18.489000 -20.569300 24.964001 # 1 UNK
44 1 1 -0.019101 16.629499 -18.720501 24.985001 # 1 UNK
45 1 1 0.170636 -20.478500 -16.954700 23.402201 # 1 UNK
46 1 1 0.055092 -18.628799 -15.096000 23.402100 # 1 UNK
47 1 1 -0.013216 -18.613001 -16.960400 25.196600 # 1 UNK
48 1 1 -0.019196 -20.472500 -15.111700 25.217600 # 1 UNK
49 1 1 0.060279 -16.769300 -16.944901 23.381001 # 1 UNK
50 1 1 0.109783 -14.919500 -15.086200 23.380899 # 1 UNK
51 1 1 -0.018375 -14.903800 -16.950600 25.175400 # 1 UNK
52 1 1 -0.011485 -16.763201 -15.101800 25.196400 # 1 UNK
53 1 1 0.063304 -13.060100 -16.934900 23.359900 # 1 UNK
54 1 1 0.089741 -11.210300 -15.076400 23.359699 # 1 UNK
55 1 1 -0.011964 -11.194500 -16.940800 25.154200 # 1 UNK
56 1 1 -0.016150 -13.054000 -15.092000 25.175301 # 1 UNK
57 1 1 0.152419 -9.350840 -16.925100 23.338699 # 1 UNK
58 1 1 0.147701 -7.501070 -15.066600 23.338499 # 1 UNK
59 1 1 -0.021473 -7.485310 -16.930799 25.133101 # 1 UNK
60 1 1 -0.023759 -9.344790 -15.082100 25.154100 # 1 UNK
61 1 1 0.068640 -5.641610 -16.915199 23.317499 # 1 UNK
62 1 1 0.052340 -3.791850 -15.056700 23.317400 # 1 UNK
63 1 1 -0.012618 -3.776080 -16.921000 25.111900 # 1 UNK
64 1 1 -0.014128 -5.635560 -15.072300 25.132900 # 1 UNK
65 1 1 0.068861 -1.932340 -16.905399 23.296301 # 1 UNK
66 1 1 0.063991 -0.082631 -15.046900 23.296101 # 1 UNK
67 1 1 -0.015194 -0.066857 -16.911200 25.090700 # 1 UNK
68 1 1 -0.012743 -1.926330 -15.062500 25.111700 # 1 UNK
69 1 1 0.164823 1.776850 -16.895599 23.275101 # 1 UNK
70 1 1 0.100097 3.626590 -15.037000 23.275000 # 1 UNK
71 1 1 -0.021029 3.642380 -16.901300 25.069500 # 1 UNK
72 1 1 -0.016478 1.782890 -15.052600 25.090500 # 1 UNK
73 1 1 0.079062 5.486080 -16.885799 23.254000 # 1 UNK
74 1 1 0.046300 7.335820 -15.027100 23.253799 # 1 UNK
75 1 1 -0.019214 7.351600 -16.891500 25.048300 # 1 UNK
76 1 1 -0.017512 5.492120 -15.042800 25.069300 # 1 UNK
77 1 1 0.171115 9.195300 -16.875900 23.232800 # 1 UNK
78 1 1 0.090233 11.045100 -15.017300 23.232599 # 1 UNK
79 1 1 -0.011042 11.060800 -16.881701 25.027201 # 1 UNK
80 1 1 -0.016275 9.201350 -15.032900 25.048201 # 1 UNK
81 1 1 0.129749 12.904500 -16.865999 23.211599 # 1 UNK
82 1 1 0.061828 14.754300 -15.007500 23.211399 # 1 UNK
83 1 1 -0.018156 14.770100 -16.871799 25.006001 # 1 UNK
84 1 1 -0.018157 12.910500 -15.023000 25.027000 # 1 UNK
85 1 1 0.085683 16.613701 -16.856100 23.190399 # 1 UNK
86 1 1 0.137230 18.463499 -14.997600 23.190201 # 1 UNK
87 1 1 -0.024099 18.479200 -16.861900 24.984800 # 1 UNK
88 1 1 -0.014562 16.619801 -15.013200 25.005800 # 1 UNK
89 1 1 0.040192 -20.488199 -13.247400 23.423100 # 1 UNK
90 1 1 0.060116 -18.638500 -11.388800 23.422899 # 1 UNK
91 1 1 -0.014216 -18.622700 -13.253100 25.217501 # 1 UNK
92 1 1 -0.010080 -20.482201 -11.404400 25.238501 # 1 UNK
93 1 1 0.118076 -16.778999 -13.237500 23.401899 # 1 UNK
94 1 1 0.065751 -14.929300 -11.378900 23.401800 # 1 UNK
95 1 1 -0.008596 -14.913500 -13.243300 25.196301 # 1 UNK
96 1 1 -0.017563 -16.773001 -11.394600 25.217300 # 1 UNK
97 1 1 0.070974 -13.069800 -13.227700 23.380699 # 1 UNK
98 1 1 0.083071 -11.220000 -11.369100 23.380600 # 1 UNK
99 1 1 -0.011089 -11.204300 -13.233400 25.175100 # 1 UNK
100 1 1 -0.012597 -13.063700 -11.384700 25.196100 # 1 UNK
101 1 1 0.137499 -9.360560 -13.217900 23.359600 # 1 UNK
102 1 1 0.051779 -7.510810 -11.359200 23.359400 # 1 UNK
103 1 1 -0.018484 -7.495030 -13.223600 25.153900 # 1 UNK
104 1 1 -0.014092 -9.354510 -11.374800 25.174900 # 1 UNK
105 1 1 0.061881 -5.651320 -13.207900 23.338301 # 1 UNK
106 1 1 0.159745 -3.801580 -11.349400 23.338200 # 1 UNK
107 1 1 -0.016397 -3.785800 -13.213800 25.132700 # 1 UNK
108 1 1 -0.015335 -5.645290 -11.365000 25.153700 # 1 UNK
109 1 1 0.064235 -1.942100 -13.198100 23.317200 # 1 UNK
110 1 1 0.140788 -0.092353 -11.339600 23.316999 # 1 UNK
111 1 1 -0.015628 -0.076578 -13.203800 25.111500 # 1 UNK
112 1 1 -0.017185 -1.936050 -11.355100 25.132601 # 1 UNK
113 1 1 0.063419 1.767120 -13.188300 23.296000 # 1 UNK
114 1 1 0.074415 3.616870 -11.329700 23.295799 # 1 UNK
115 1 1 -0.014416 3.632650 -13.194000 25.090401 # 1 UNK
116 1 1 -0.022625 1.773170 -11.345300 25.111401 # 1 UNK
117 1 1 0.111923 5.476340 -13.178400 23.274799 # 1 UNK
118 1 1 0.135612 7.326150 -11.319900 23.274700 # 1 UNK
119 1 1 -0.017967 7.341870 -13.184200 25.069201 # 1 UNK
120 1 1 -0.017001 5.482400 -11.335500 25.090200 # 1 UNK
121 1 1 0.074805 9.185610 -13.168600 23.253599 # 1 UNK
122 1 1 0.163050 11.035400 -11.310100 23.253401 # 1 UNK
123 1 1 -0.018681 11.051100 -13.174300 25.048000 # 1 UNK
124 1 1 -0.015008 9.191630 -11.325700 25.069000 # 1 UNK
125 1 1 0.140541 12.894800 -13.158800 23.232401 # 1 UNK
126 1 1 0.173353 14.744500 -11.300100 23.232300 # 1 UNK
127 1 1 -0.017370 14.760400 -13.164500 25.026800 # 1 UNK
128 1 1 -0.024335 12.900800 -11.315800 25.047800 # 1 UNK
129 1 1 0.033180 16.604099 -13.148900 23.211300 # 1 UNK
130 1 1 0.130948 18.453800 -11.290300 23.211100 # 1 UNK
131 1 1 -0.020794 18.469500 -13.154700 25.005600 # 1 UNK
132 1 1 -0.020720 16.610100 -11.305900 25.026600 # 1 UNK
133 1 1 0.095843 -20.497999 -9.540070 23.443899 # 1 UNK
134 1 1 0.056005 -18.648300 -7.681500 23.443800 # 1 UNK
135 1 1 -0.016452 -18.632401 -9.545820 25.238300 # 1 UNK
136 1 1 -0.015584 -20.492001 -7.697090 25.259300 # 1 UNK
137 1 1 0.084455 -16.788700 -9.530220 23.422701 # 1 UNK
138 1 1 0.161733 -14.939000 -7.671640 23.422600 # 1 UNK
139 1 1 -0.016831 -14.923300 -9.535970 25.217100 # 1 UNK
140 1 1 -0.015895 -16.782700 -7.687250 25.238100 # 1 UNK
141 1 1 0.047401 -13.079500 -9.520370 23.401501 # 1 UNK
142 1 1 0.114857 -11.229700 -7.661810 23.401400 # 1 UNK
143 1 1 -0.015600 -11.214000 -9.526130 25.195900 # 1 UNK
144 1 1 -0.014616 -13.073400 -7.677400 25.216900 # 1 UNK
145 1 1 0.048595 -9.370290 -9.510540 23.380400 # 1 UNK
146 1 1 0.051329 -7.520540 -7.651970 23.380199 # 1 UNK
147 1 1 -0.011768 -7.504760 -9.516280 25.174700 # 1 UNK
148 1 1 -0.012945 -9.364230 -7.667560 25.195801 # 1 UNK
149 1 1 0.076547 -5.661060 -9.500700 23.359200 # 1 UNK
150 1 1 0.099261 -3.811280 -7.642130 23.358999 # 1 UNK
151 1 1 -0.016163 -3.795530 -9.506440 25.153601 # 1 UNK
152 1 1 -0.015270 -5.655000 -7.657710 25.174601 # 1 UNK
153 1 1 0.105049 -1.951830 -9.490840 23.337999 # 1 UNK
154 1 1 0.115489 -0.102082 -7.632280 23.337900 # 1 UNK
155 1 1 -0.022026 -0.086304 -9.496600 25.132401 # 1 UNK
156 1 1 -0.018000 -1.945780 -7.647870 25.153400 # 1 UNK
157 1 1 0.147736 1.757390 -9.480990 23.316799 # 1 UNK
158 1 1 0.119413 3.607150 -7.622400 23.316700 # 1 UNK
159 1 1 -0.016777 3.622920 -9.486750 25.111200 # 1 UNK
160 1 1 -0.015466 1.763440 -7.638030 25.132200 # 1 UNK
161 1 1 0.060911 5.466650 -9.471160 23.295700 # 1 UNK
162 1 1 0.062976 7.316370 -7.612580 23.295500 # 1 UNK
163 1 1 -0.015419 7.332150 -9.476900 25.090000 # 1 UNK
164 1 1 -0.014797 5.472670 -7.628170 25.111000 # 1 UNK
165 1 1 0.067423 9.175850 -9.461310 23.274500 # 1 UNK
166 1 1 0.071071 11.025600 -7.602750 23.274300 # 1 UNK
167 1 1 -0.016362 11.041400 -9.467050 25.068800 # 1 UNK
168 1 1 -0.013641 9.181900 -7.618330 25.089800 # 1 UNK
169 1 1 0.089342 12.885100 -9.451450 23.253300 # 1 UNK
170 1 1 0.156707 14.734800 -7.592890 23.253099 # 1 UNK
171 1 1 -0.015615 14.750600 -9.457210 25.047701 # 1 UNK
